ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode,fare_per_km
R10274,D241,U423,Hyderabad,2025-08-02,12.14,75.01,Cancelled,3.7,UPI,6.1787479406919275
R10275,D083,U327,Kochi,2025-10-05,9.8,704.07,Completed,4.9,UPI,71.84387755102041
R10276,D136,U346,Bengaluru,2025-07-24,13.43,574.14,Completed,4.9,Cash,42.75055845122859
R10277,D122,U403,Bengaluru,2025-07-16,12.44,195.13,Cancelled,3.9,UPI,15.685691318327974
R10278,D088,U153,Hyderabad,2025-08-01,12.39,239.19,Completed,3.5,UPI,19.30508474576271
R10279,D249,U045,Bengaluru,2025-09-21,8.21,441.44,Completed,3.4,UPI,53.768574908647985
R10280,D268,U499,Bengaluru,2025-07-01,19.45,86.14,Completed,4.8,UPI,4.42879177377892
R10281,D210,U188,Kochi,2025-08-23,1.12,197.96,Completed,4.1,Cash,176.75
R10282,D171,U007,Hyderabad,2025-07-23,1.69,576.73,Completed,3.8,UPI,341.2603550295858
R10283,D070,U158,Pune,2025-07-03,10.68,326.15,Completed,4.6,Card,30.538389513108612
R10284,D171,U124,Pune,2025-09-21,17.78,110.14,Completed,3.7,UPI,6.194600674915635
R10285,D013,U184,Hyderabad,2025-10-08,9.22,666.22,Completed,3.5,UPI,72.2581344902386
R10286,D209,U650,Bengaluru,2025-09-05,5.73,557.9,Completed,3.0,UPI,97.36474694589877
R10287,D125,U508,Hyderabad,2025-10-04,12.82,554.85,Completed,4.1,Cash,43.28003120124805
R10288,D021,U316,Bengaluru,2025-08-25,19.49,674.88,Completed,3.3,Cash,34.62698819907645
R10289,D137,U375,Hyderabad,2025-09-28,13.38,530.12,Completed,4.4,Cash,39.6203288490284
R10290,D075,U580,Pune,2025-07-19,15.91,518.21,Completed,3.5,UPI,32.571338780641106
R10291,D219,U621,Hyderabad,2025-08-12,9.02,165.09,Completed,3.9,UPI,18.302660753880268
R10292,D163,U679,Bengaluru,2025-08-13,16.19,681.86,Completed,4.5,Cash,42.11612106238419
R10293,D216,U606,Hyderabad,2025-08-18,9.44,492.92,Completed,4.2,UPI,52.21610169491526
R10294,D206,U286,Chennai,2025-09-10,11.61,556.18,Completed,3.9,UPI,47.9052540913006
R10295,D051,U750,Bengaluru,2025-09-17,19.12,643.63,Completed,3.1,UPI,33.662656903765686
R10296,D203,U335,Pune,2025-07-10,11.69,577.39,Completed,4.2,UPI,49.3917878528657
R10297,D235,U332,Chennai,2025-08-05,5.13,374.2,Completed,3.0,UPI,72.94346978557505
R10298,D052,U500,Chennai,2025-10-03,16.21,739.06,Completed,4.6,UPI,45.592843923504006
R10299,D205,U176,Chennai,2025-08-06,14.59,141.13,Completed,4.6,Cash,9.673063742289239
R10300,D144,U129,Chennai,2025-07-28,18.27,370.12,Completed,3.2,UPI,20.258347016967708
R10301,D264,U487,Bengaluru,2025-08-13,16.62,118.83,Completed,4.7,UPI,7.149819494584837
R10302,D198,U024,Chennai,2025-07-09,7.3,440.89,Completed,3.4,UPI,60.395890410958906
R10303,D225,U227,Kochi,2025-08-01,17.35,741.64,Completed,4.7,Cash,42.74582132564841
R10304,D144,U481,Kochi,2025-07-27,19.14,649.42,Completed,4.9,Cash,33.9299895506792
R10305,D052,U179,Bengaluru,2025-07-29,2.8,461.95,Completed,4.3,UPI,164.98214285714286
R10306,D158,U233,Pune,2025-09-14,7.78,270.8,Completed,4.9,UPI,34.80719794344473
R10307,D239,U629,Chennai,2025-08-17,9.39,782.32,Completed,3.6,UPI,83.31416400425985
R10308,D123,U404,Pune,2025-10-04,18.57,510.83,Completed,4.7,Cash,27.508346795907375
R10309,D244,U487,Kochi,2025-07-31,19.75,498.48,Completed,4.3,UPI,25.239493670886077
R10310,D092,U432,Chennai,2025-09-18,17.91,405.08,Completed,3.7,UPI,22.61753210496929
R10311,D257,U322,Kochi,2025-08-21,5.16,689.72,Cancelled,4.2,UPI,133.66666666666666
R10312,D125,U487,Kochi,2025-08-14,7.83,142.75,Completed,3.3,Card,18.23116219667944
R10313,D108,U079,Bengaluru,2025-08-24,3.57,186.91,Completed,4.6,Cash,52.35574229691877
R10314,D167,U156,Kochi,2025-07-25,17.91,228.24,Completed,3.4,UPI,12.743718592964825
R10315,D139,U199,Kochi,2025-07-30,11.42,96.54,Completed,3.7,UPI,8.453590192644484
R10316,D200,U795,Hyderabad,2025-10-09,17.23,338.65,Cancelled,4.1,UPI,19.654672083575157
R10317,D130,U452,Kochi,2025-08-01,8.1,453.17,Completed,3.8,UPI,55.94691358024692
R10318,D236,U778,Bengaluru,2025-07-04,4.94,519.22,Completed,3.8,Card,105.10526315789474
R10319,D228,U242,Kochi,2025-09-26,14.39,439.14,Completed,4.5,UPI,30.517025712300207
R10320,D258,U081,Chennai,2025-08-07,16.68,456.49,Cancelled,4.7,UPI,27.36750599520384
R10321,D016,U411,Bengaluru,2025-07-29,14.45,558.68,Completed,4.0,UPI,38.66297577854671
R10322,D282,U131,Chennai,2025-09-05,1.83,729.02,Completed,4.4,UPI,398.37158469945354
R10323,D077,U037,Kochi,2025-08-08,7.98,337.91,Completed,4.2,UPI,42.34461152882206
R10324,D197,U575,Bengaluru,2025-07-30,2.28,499.97,Completed,4.1,UPI,219.28508771929828
R10325,D234,U045,Kochi,2025-07-31,8.24,752.25,Completed,4.0,UPI,91.29247572815534
R10326,D267,U426,Pune,2025-09-16,6.15,524.48,Completed,3.7,UPI,85.28130081300813
R10327,D232,U612,Pune,2025-09-11,6.43,470.32,Cancelled,4.2,UPI,73.14463452566096
R10328,D027,U128,Pune,2025-09-11,13.64,651.51,Completed,3.5,Cash,47.76466275659824
R10329,D253,U194,Chennai,2025-09-17,16.46,91.52,Completed,4.8,Card,5.56014580801944
R10330,D281,U601,Kochi,2025-07-22,13.51,338.29,Cancelled,3.8,UPI,25.039970392302
R10331,D237,U599,Hyderabad,2025-09-17,7.39,753.25,Completed,3.1,UPI,101.92828146143438
R10332,D094,U187,Kochi,2025-07-15,14.05,644.24,Cancelled,3.4,UPI,45.85338078291815
R10333,D195,U447,Kochi,2025-08-21,12.81,637.19,Completed,3.3,Card,49.741608118657304
R10334,D274,U197,Chennai,2025-07-01,16.12,770.18,Completed,3.9,Cash,47.777915632754336
R10335,D072,U301,Pune,2025-07-27,17.31,456.92,Completed,3.4,UPI,26.39630271519353
R10336,D025,U368,Kochi,2025-09-27,9.73,334.75,Completed,4.3,UPI,34.40390544707091
R10337,D162,U237,Pune,2025-07-07,19.98,420.54,Completed,4.7,UPI,21.04804804804805
R10338,D060,U250,Bengaluru,2025-07-20,1.6,436.5,Completed,3.6,UPI,272.8125
R10339,D141,U784,Kochi,2025-08-07,19.72,433.63,Completed,3.7,UPI,21.989350912778907
R10340,D157,U052,Hyderabad,2025-08-04,7.69,754.47,Completed,3.4,Cash,98.11053315994798
R10341,D026,U307,Pune,2025-08-26,10.99,704.99,Completed,4.6,Cash,64.14831665150136
R10342,D078,U157,Kochi,2025-07-24,7.27,198.99,Completed,4.7,UPI,27.371389270976618
R10343,D112,U595,Kochi,2025-09-30,4.93,63.13,Completed,4.7,UPI,12.8052738336714
R10344,D183,U643,Bengaluru,2025-07-11,18.64,326.65,Cancelled,4.7,Card,17.524141630901287
R10345,D220,U501,Bengaluru,2025-08-07,12.16,500.35,Completed,3.8,Card,41.147203947368425
R10346,D095,U524,Hyderabad,2025-07-10,9.34,304.79,Completed,3.6,UPI,32.63276231263384
R10347,D221,U653,Pune,2025-09-17,2.97,168.2,Completed,3.5,UPI,56.63299663299662
R10348,D001,U732,Hyderabad,2025-08-26,5.67,519.63,Completed,3.8,Cash,91.64550264550265
R10349,D269,U651,Pune,2025-10-01,4.83,497.45,Cancelled,3.6,UPI,102.99171842650104
R10350,D095,U718,Bengaluru,2025-07-17,6.53,367.2,Completed,4.5,UPI,56.232771822358345
R10351,D068,U522,Pune,2025-09-10,12.73,458.95,Completed,4.7,UPI,36.05263157894736
R10352,D279,U027,Chennai,2025-09-30,1.43,549.56,Completed,4.8,UPI,384.30769230769226
R10353,D236,U253,Chennai,2025-07-23,17.21,580.71,Completed,3.3,Cash,33.74259151656014
R10354,D271,U247,Chennai,2025-09-28,3.47,51.73,Completed,4.7,UPI,14.907780979827088
R10355,D121,U605,Chennai,2025-07-10,13.61,406.14,Completed,3.5,Card,29.841293166789125
R10356,D147,U692,Chennai,2025-09-01,11.31,395.07,Completed,4.9,Cash,34.93103448275862
R10357,D052,U345,Pune,2025-07-13,4.15,337.87,Completed,3.5,UPI,81.4144578313253
R10358,D272,U333,Hyderabad,2025-08-04,8.01,510.68,Completed,4.8,UPI,63.75530586766542
R10359,D151,U749,Kochi,2025-08-22,18.99,768.28,Completed,3.6,UPI,40.45708267509215
R10360,D297,U487,Bengaluru,2025-09-13,12.13,495.73,Completed,3.1,Cash,40.86809563066777
R10361,D179,U430,Hyderabad,2025-08-12,17.19,351.99,Completed,4.7,UPI,20.476439790575917
R10362,D168,U454,Chennai,2025-09-08,7.95,216.48,Completed,4.6,UPI,27.23018867924528
R10363,D164,U147,Kochi,2025-08-24,6.4,629.02,Cancelled,4.0,UPI,98.284375
R10364,D251,U160,Chennai,2025-08-06,4.24,51.08,Completed,3.5,UPI,12.047169811320753
R10365,D299,U450,Chennai,2025-08-10,19.54,349.87,Completed,4.2,UPI,17.90532241555783
R10366,D104,U424,Kochi,2025-08-24,15.07,584.99,Completed,4.1,Cash,38.81818181818182
R10367,D057,U200,Pune,2025-10-01,18.7,257.73,Completed,4.0,UPI,13.782352941176471
R10368,D031,U786,Chennai,2025-09-06,15.45,177.89,Completed,3.1,Cash,11.513915857605177
R10369,D178,U369,Chennai,2025-08-29,5.73,507.26,Completed,4.5,Cash,88.52705061082024
R10370,D184,U385,Chennai,2025-07-01,15.93,551.21,Completed,3.8,UPI,34.60200878844947
R10371,D274,U539,Pune,2025-09-24,19.62,469.19,Completed,3.6,UPI,23.913863404689092
R10372,D170,U207,Hyderabad,2025-08-11,10.02,175.53,Cancelled,4.8,Cash,17.517964071856287
R10373,D148,U631,Chennai,2025-08-19,10.42,163.61,Completed,4.7,UPI,15.701535508637237
R10374,D190,U478,Chennai,2025-08-01,6.93,478.52,Completed,4.0,UPI,69.05050505050505
R10375,D236,U585,Bengaluru,2025-07-28,9.65,246.7,Completed,3.8,UPI,25.564766839378237
R10376,D215,U096,Chennai,2025-07-17,2.53,737.33,Completed,4.2,Cash,291.4347826086957
R10377,D297,U225,Hyderabad,2025-08-06,5.51,293.17,Completed,3.9,Cash,53.20689655172414
R10378,D007,U534,Kochi,2025-08-05,12.48,737.85,Completed,3.5,UPI,59.12259615384615
R10379,D055,U675,Chennai,2025-09-05,15.13,195.3,Completed,3.2,Cash,12.908129543952413
R10380,D232,U580,Kochi,2025-07-17,18.67,395.81,Cancelled,3.9,UPI,21.200321371183716
R10381,D217,U331,Pune,2025-09-12,3.53,396.76,Completed,4.8,UPI,112.39660056657225
R10382,D247,U418,Hyderabad,2025-07-23,10.3,648.69,Completed,3.3,Cash,62.97961165048544
R10383,D031,U781,Bengaluru,2025-08-29,8.03,109.4,Completed,3.7,UPI,13.623910336239105
R10384,D136,U200,Hyderabad,2025-07-15,10.12,208.23,Cancelled,3.3,Cash,20.57608695652174
R10385,D042,U315,Hyderabad,2025-09-21,19.45,567.71,Completed,4.8,UPI,29.188174807197946
R10386,D231,U101,Chennai,2025-08-17,18.09,736.86,Completed,4.4,Cash,40.733001658374796
R10387,D068,U150,Chennai,2025-08-05,10.68,449.06,Completed,3.4,Cash,42.04681647940075
R10388,D138,U074,Chennai,2025-09-04,19.68,126.51,Completed,3.1,UPI,6.428353658536586
R10389,D010,U293,Bengaluru,2025-08-10,1.69,300.63,Completed,4.8,Cash,177.88757396449705
R10390,D293,U327,Pune,2025-08-30,12.91,670.43,Completed,3.3,UPI,51.931061192873734
R10391,D226,U660,Kochi,2025-09-03,10.21,327.83,Completed,4.6,Cash,32.10871694417238
R10392,D096,U688,Pune,2025-08-02,3.61,516.28,Completed,3.5,Cash,143.01385041551245
R10393,D039,U070,Bengaluru,2025-09-02,14.78,525.57,Completed,4.6,UPI,35.55953991880921
R10394,D179,U627,Chennai,2025-10-06,19.84,156.41,Completed,4.8,UPI,7.883568548387097
R10395,D031,U027,Pune,2025-08-13,13.39,738.82,Completed,4.5,Card,55.17699775952203
R10396,D070,U711,Bengaluru,2025-08-12,11.76,389.22,Completed,3.6,Cash,33.09693877551021
R10397,D098,U246,Chennai,2025-07-07,7.9,395.85,Completed,4.9,Card,50.107594936708864
R10398,D004,U340,Pune,2025-08-24,1.29,743.49,Completed,4.3,UPI,576.3488372093024
R10399,D062,U160,Chennai,2025-07-16,11.6,651.06,Completed,3.2,UPI,56.12586206896552
R10400,D268,U402,Chennai,2025-07-07,10.04,89.47,Completed,5.0,UPI,8.911354581673308
R10401,D002,U263,Kochi,2025-09-06,5.04,730.98,Completed,4.0,UPI,145.03571428571428
R10402,D013,U289,Pune,2025-08-13,10.79,595.22,Completed,3.6,UPI,55.16404077849862
R10403,D060,U361,Bengaluru,2025-07-03,12.48,536.14,Completed,4.7,UPI,42.9599358974359
R10404,D185,U477,Bengaluru,2025-07-13,10.25,459.72,Completed,4.1,UPI,44.850731707317074
R10405,D012,U336,Pune,2025-08-01,4.83,295.65,Completed,4.8,UPI,61.211180124223596
R10406,D216,U190,Chennai,2025-08-24,5.73,638.7,Completed,4.8,Cash,111.46596858638743
R10407,D041,U305,Kochi,2025-07-09,16.16,415.55,Completed,3.1,Cash,25.714727722772277
R10408,D015,U613,Bengaluru,2025-08-10,4.08,671.79,Completed,3.6,UPI,164.65441176470588
R10409,D176,U034,Hyderabad,2025-09-03,11.99,139.92,Completed,4.7,Cash,11.669724770642201
R10410,D028,U360,Bengaluru,2025-08-26,11.01,137.51,Completed,4.6,Cash,12.489554950045413
R10411,D234,U528,Pune,2025-08-03,9.64,540.17,Completed,4.5,UPI,56.03423236514522
R10412,D125,U534,Pune,2025-09-01,19.81,55.83,Cancelled,4.2,UPI,2.8182735991923273
R10413,D125,U661,Bengaluru,2025-07-17,15.71,306.66,Completed,3.2,UPI,19.520050922978996
R10414,D064,U593,Bengaluru,2025-07-14,17.62,73.01,Cancelled,3.2,Card,4.1435868331441545
R10415,D062,U542,Pune,2025-09-11,17.24,663.63,Completed,3.5,UPI,38.493619489559165
R10416,D059,U031,Hyderabad,2025-09-29,1.86,670.19,Completed,4.6,UPI,360.31720430107526
R10417,D022,U213,Kochi,2025-09-15,13.79,194.73,Completed,4.4,UPI,14.121102248005801
R10418,D241,U458,Pune,2025-09-16,15.79,83.29,Completed,5.0,UPI,5.274857504749843
R10419,D178,U303,Kochi,2025-09-27,9.64,94.01,Completed,3.6,Cash,9.75207468879668
R10420,D240,U158,Bengaluru,2025-10-08,15.12,632.91,Completed,4.0,UPI,41.85912698412699
R10421,D005,U210,Pune,2025-07-17,17.69,745.32,Cancelled,4.2,UPI,42.13227812323346
R10422,D243,U682,Bengaluru,2025-09-19,13.33,303.84,Completed,4.0,Cash,22.79369842460615
R10423,D297,U379,Bengaluru,2025-07-08,4.51,470.56,Completed,5.0,Cash,104.33702882483371
R10424,D138,U240,Hyderabad,2025-08-02,19.12,164.46,Completed,4.3,Cash,8.601464435146443
R10425,D217,U256,Chennai,2025-08-31,12.33,766.17,Completed,4.7,UPI,62.138686131386855
R10426,D069,U431,Chennai,2025-09-06,5.11,64.46,Completed,3.5,UPI,12.614481409001955
R10427,D217,U758,Kochi,2025-07-05,13.93,578.22,Completed,3.9,Cash,41.50897343862168
R10428,D106,U086,Bengaluru,2025-07-30,13.0,157.07,Completed,3.1,Cash,12.082307692307692
R10429,D248,U537,Hyderabad,2025-09-19,6.71,89.04,Cancelled,3.6,Card,13.269746646795829
R10430,D224,U106,Pune,2025-08-18,9.77,315.79,Completed,3.1,Cash,32.3224155578301
R10431,D058,U008,Hyderabad,2025-08-13,5.83,455.62,Completed,4.1,Cash,78.15094339622641
R10432,D033,U472,Kochi,2025-09-20,18.69,124.17,Completed,3.7,UPI,6.643659711075441
R10433,D022,U531,Pune,2025-07-01,1.97,541.2,Completed,3.6,UPI,274.72081218274116
R10434,D270,U764,Kochi,2025-07-21,6.48,762.34,Completed,3.0,UPI,117.64506172839506
R10435,D006,U290,Chennai,2025-07-21,9.24,56.83,Completed,4.0,UPI,6.1504329004329
R10436,D063,U451,Bengaluru,2025-09-15,2.41,682.44,Completed,4.4,Card,283.17012448132783
R10437,D228,U749,Bengaluru,2025-07-05,18.11,166.12,Completed,4.7,Card,9.172832689122032
R10438,D277,U502,Pune,2025-08-07,5.11,709.58,Completed,3.4,UPI,138.86105675146771
R10439,D189,U477,Bengaluru,2025-07-31,2.18,508.38,Completed,3.4,UPI,233.2018348623853
R10440,D111,U408,Chennai,2025-09-15,13.91,592.17,Completed,3.3,UPI,42.57153127246585
R10441,D020,U229,Bengaluru,2025-09-23,3.28,614.98,Completed,3.5,UPI,187.4939024390244
R10442,D112,U235,Bengaluru,2025-07-17,8.5,102.5,Completed,3.9,UPI,12.058823529411764
R10443,D063,U747,Chennai,2025-07-10,9.02,305.75,Completed,4.0,Cash,33.89689578713969
R10444,D132,U484,Hyderabad,2025-07-18,6.45,416.08,Completed,5.0,UPI,64.50852713178294
R10445,D057,U128,Kochi,2025-08-03,12.86,227.77,Completed,4.1,UPI,17.711508553654745
R10446,D179,U505,Pune,2025-07-15,15.46,425.5,Completed,3.8,UPI,27.522639068564036
R10447,D104,U714,Bengaluru,2025-07-19,18.4,672.84,Completed,4.7,UPI,36.56739130434783
R10448,D173,U456,Bengaluru,2025-09-08,18.62,139.04,Completed,3.8,Cash,7.467239527389903
R10449,D063,U272,Chennai,2025-07-06,12.07,102.41,Completed,4.9,Cash,8.48467274233637
R10450,D095,U772,Pune,2025-10-06,7.48,706.72,Completed,3.5,UPI,94.4812834224599
R10451,D255,U333,Hyderabad,2025-10-06,1.26,548.02,Completed,3.6,Card,434.9365079365079
R10452,D179,U259,Pune,2025-10-01,16.22,341.52,Completed,4.1,UPI,21.05548705302096
R10453,D013,U491,Hyderabad,2025-08-18,14.79,629.33,Completed,4.7,UPI,42.551048005409065
R10454,D087,U286,Chennai,2025-08-10,10.08,344.38,Completed,4.1,Cash,34.16468253968254
R10455,D051,U422,Pune,2025-07-21,1.64,332.86,Completed,4.1,Card,202.96341463414637
R10456,D216,U009,Pune,2025-09-07,13.63,495.0,Completed,3.1,UPI,36.31694790902421
R10457,D037,U224,Kochi,2025-08-21,6.16,539.04,Completed,4.7,Cash,87.5064935064935
R10458,D118,U221,Kochi,2025-09-27,10.37,304.4,Completed,4.7,UPI,29.35390549662488
R10459,D107,U054,Bengaluru,2025-07-03,17.26,553.28,Completed,4.4,UPI,32.05561993047508
R10460,D003,U317,Bengaluru,2025-09-14,10.74,504.74,Completed,3.5,Card,46.99627560521415
R10461,D147,U245,Hyderabad,2025-09-23,6.71,255.64,Completed,4.9,UPI,38.0983606557377
R10462,D127,U318,Bengaluru,2025-08-21,7.46,173.37,Completed,4.3,UPI,23.239946380697052
R10463,D088,U742,Kochi,2025-09-05,1.56,409.06,Completed,4.5,UPI,262.21794871794873
R10464,D121,U696,Bengaluru,2025-09-03,17.38,770.09,Completed,3.8,UPI,44.3089758342923
R10465,D007,U389,Kochi,2025-08-30,13.88,409.95,Completed,4.1,UPI,29.53530259365994
R10466,D031,U361,Pune,2025-08-16,5.48,69.46,Completed,3.9,Cash,12.675182481751822
R10467,D085,U556,Chennai,2025-08-31,9.4,365.39,Completed,3.3,UPI,38.871276595744675
R10468,D009,U366,Hyderabad,2025-09-05,2.05,183.75,Completed,3.5,UPI,89.63414634146342
R10469,D034,U593,Chennai,2025-08-28,18.15,77.36,Completed,3.0,UPI,4.262258953168044
R10470,D111,U021,Kochi,2025-10-09,1.4,789.58,Completed,4.5,Card,563.9857142857144
R10471,D162,U012,Kochi,2025-08-28,2.25,260.93,Completed,4.1,UPI,115.9688888888889
R10472,D116,U301,Bengaluru,2025-09-28,14.93,486.92,Completed,3.5,UPI,32.613529805760216
R10473,D042,U729,Bengaluru,2025-07-10,19.23,506.02,Completed,4.2,UPI,26.31409256370255
R10474,D271,U401,Bengaluru,2025-07-24,7.06,639.57,Completed,4.3,Cash,90.59065155807366
R10475,D231,U747,Pune,2025-08-15,19.51,438.21,Completed,3.1,UPI,22.460789338800613
R10476,D023,U248,Bengaluru,2025-07-21,7.61,738.26,Completed,3.2,Card,97.01182654402102
R10477,D100,U363,Chennai,2025-09-05,5.54,186.29,Completed,4.0,Cash,33.62635379061372
R10478,D292,U213,Hyderabad,2025-09-04,12.17,485.04,Completed,3.7,UPI,39.85538208709943
R10479,D268,U105,Kochi,2025-07-26,3.71,644.05,Cancelled,3.3,UPI,173.59838274932613
R10480,D092,U412,Chennai,2025-08-09,8.83,124.36,Completed,4.6,UPI,14.083805209513024
R10481,D042,U104,Kochi,2025-07-18,14.72,146.21,Cancelled,3.4,UPI,9.93274456521739
R10482,D039,U466,Bengaluru,2025-09-17,14.68,558.73,Completed,3.5,UPI,38.060626702997276
R10483,D220,U345,Chennai,2025-07-08,12.71,303.54,Cancelled,3.5,UPI,23.88198269079465
R10484,D235,U272,Pune,2025-09-10,2.38,232.57,Cancelled,4.3,UPI,97.71848739495799
R10485,D093,U050,Kochi,2025-08-09,10.0,752.71,Completed,4.5,Cash,75.271
R10486,D195,U358,Pune,2025-09-09,6.97,643.34,Completed,3.5,Cash,92.30129124820661
R10487,D018,U489,Pune,2025-09-19,14.12,544.69,Cancelled,4.9,Cash,38.5757790368272
R10488,D285,U548,Chennai,2025-09-19,19.67,123.44,Completed,3.2,UPI,6.275546517539399
R10489,D029,U525,Chennai,2025-10-05,5.67,680.0,Completed,3.7,UPI,119.9294532627866
R10490,D043,U386,Hyderabad,2025-08-12,1.41,323.86,Completed,4.7,UPI,229.68794326241138
R10491,D148,U586,Chennai,2025-09-03,9.15,670.36,Completed,3.7,UPI,73.26338797814208
R10492,D249,U249,Bengaluru,2025-07-18,19.43,707.53,Completed,5.0,UPI,36.41430777148739
R10493,D026,U262,Kochi,2025-09-25,2.74,351.71,Completed,4.3,UPI,128.3613138686131
R10494,D230,U399,Pune,2025-08-10,16.31,370.03,Completed,4.3,UPI,22.68730839975475
R10495,D176,U015,Pune,2025-08-03,5.41,129.58,Completed,4.4,UPI,23.951940850277268
R10496,D284,U158,Pune,2025-10-09,8.2,419.61,Completed,4.3,Cash,51.1719512195122
R10497,D173,U585,Hyderabad,2025-10-08,10.32,521.31,Completed,3.3,UPI,50.51453488372093
R10498,D137,U123,Bengaluru,2025-07-31,14.87,677.4,Completed,3.1,UPI,45.554808338937455
R10499,D243,U135,Chennai,2025-09-23,5.28,794.99,Completed,4.3,Cash,150.56628787878788
R10500,D160,U441,Hyderabad,2025-07-12,11.47,614.56,Completed,4.9,UPI,53.5797733217088
R10501,D027,U238,Bengaluru,2025-09-07,3.48,248.3,Completed,3.3,UPI,71.35057471264368
R10502,D013,U603,Bengaluru,2025-08-08,3.13,74.92,Completed,3.4,Cash,23.936102236421725
R10503,D033,U717,Kochi,2025-07-08,1.47,441.71,Completed,3.4,UPI,300.4829931972789
R10504,D029,U789,Bengaluru,2025-07-12,17.88,589.34,Completed,3.9,UPI,32.96085011185683
R10505,D069,U209,Hyderabad,2025-09-23,7.38,221.89,Completed,3.1,UPI,30.066395663956637
R10506,D160,U045,Hyderabad,2025-08-31,17.82,354.56,Completed,3.9,UPI,19.89674523007856
R10507,D282,U011,Hyderabad,2025-07-27,8.47,592.2,Completed,4.7,Cash,69.91735537190083
R10508,D164,U606,Hyderabad,2025-09-29,1.6,513.75,Cancelled,4.3,UPI,321.09375
R10509,D230,U124,Hyderabad,2025-09-05,14.91,321.54,Completed,3.8,UPI,21.56539235412475
R10510,D032,U492,Pune,2025-08-01,9.08,58.61,Completed,4.3,Cash,6.454845814977974
R10511,D142,U447,Chennai,2025-08-23,16.97,166.06,Completed,3.3,Card,9.785503830288746
R10512,D137,U092,Kochi,2025-07-22,3.14,744.41,Completed,3.1,UPI,237.0732484076433
R10513,D061,U391,Hyderabad,2025-07-06,18.76,478.15,Completed,4.3,UPI,25.48773987206823
R10514,D035,U260,Chennai,2025-07-02,17.75,618.01,Completed,4.6,UPI,34.817464788732394
R10515,D251,U345,Bengaluru,2025-07-10,4.11,373.44,Completed,3.5,Cash,90.86131386861314
R10516,D013,U487,Chennai,2025-09-16,17.15,381.7,Completed,3.9,UPI,22.25655976676385
R10517,D247,U353,Bengaluru,2025-09-25,2.29,194.96,Completed,3.9,UPI,85.1353711790393
R10518,D299,U023,Chennai,2025-09-22,3.07,783.4,Completed,4.7,UPI,255.17915309446255
R10519,D064,U748,Hyderabad,2025-09-27,4.75,276.25,Completed,4.4,UPI,58.1578947368421
R10520,D134,U716,Chennai,2025-10-04,3.55,794.75,Completed,3.1,UPI,223.87323943661974
R10521,D059,U079,Kochi,2025-08-09,19.44,385.67,Completed,3.9,UPI,19.838991769547324
R10522,D292,U538,Pune,2025-07-10,2.78,157.21,Cancelled,4.4,Cash,56.550359712230225
R10523,D292,U121,Chennai,2025-07-10,14.75,129.14,Completed,4.0,UPI,8.755254237288135
R10524,D096,U198,Pune,2025-07-31,5.08,191.45,Completed,4.4,UPI,37.68700787401575
R10525,D067,U635,Bengaluru,2025-08-09,11.45,543.67,Completed,4.0,Cash,47.482096069868994
R10526,D012,U599,Bengaluru,2025-10-03,10.35,590.78,Completed,3.7,Cash,57.080193236714976
R10527,D120,U633,Hyderabad,2025-09-15,12.98,129.97,Completed,4.4,UPI,10.013097072419106
R10528,D248,U707,Kochi,2025-09-23,2.71,590.8,Cancelled,3.7,UPI,218.00738007380073
R10529,D055,U628,Chennai,2025-07-02,13.84,721.95,Completed,5.0,Cash,52.16401734104046
R10530,D246,U438,Kochi,2025-09-27,1.95,83.91,Completed,4.5,UPI,43.03076923076923
R10531,D295,U373,Pune,2025-08-23,7.88,344.72,Completed,3.5,UPI,43.746192893401016
R10532,D023,U093,Kochi,2025-07-16,18.56,605.93,Completed,4.2,UPI,32.64709051724138
R10533,D033,U032,Hyderabad,2025-08-08,9.62,93.6,Completed,4.5,Cash,9.72972972972973
R10534,D216,U031,Pune,2025-07-09,17.86,602.79,Completed,4.1,Cash,33.7508398656215
R10535,D142,U095,Pune,2025-07-19,15.59,384.61,Completed,3.2,Cash,24.670301475304683
R10536,D260,U772,Kochi,2025-07-15,16.98,343.85,Completed,4.8,UPI,20.250294464075385
R10537,D225,U282,Kochi,2025-08-07,3.59,344.24,Completed,3.0,Cash,95.88857938718664
R10538,D132,U627,Kochi,2025-07-27,16.28,606.48,Completed,4.8,Card,37.253071253071255
R10539,D171,U153,Pune,2025-07-20,6.84,261.89,Completed,4.5,UPI,38.288011695906434
R10540,D271,U080,Kochi,2025-08-12,6.17,586.95,Completed,3.3,UPI,95.12965964343599
R10541,D021,U097,Pune,2025-08-14,13.25,62.09,Completed,4.3,UPI,4.686037735849057
R10542,D076,U529,Pune,2025-09-06,19.58,403.96,Completed,4.7,UPI,20.631256384065374
R10543,D254,U616,Bengaluru,2025-09-09,5.51,122.1,Completed,4.2,UPI,22.15970961887477
R10544,D183,U198,Hyderabad,2025-09-28,19.16,274.34,Completed,3.2,Card,14.318371607515656
R10545,D255,U201,Bengaluru,2025-07-24,4.72,103.87,Completed,4.1,Cash,22.00635593220339
R10546,D160,U625,Kochi,2025-07-03,16.05,293.96,Completed,4.8,UPI,18.315264797507787
R10547,D144,U489,Kochi,2025-08-24,19.27,474.04,Completed,4.2,UPI,24.599896211728076
R10548,D287,U591,Chennai,2025-08-20,17.72,172.57,Completed,4.2,UPI,9.738713318284425
