ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode
R10325,D234,U045,Kochi,2025-07-31,8.24,752.25,Completed,4.0,UPI
R10326,D267,U426,Pune,2025-09-16,6.15,524.48,Completed,3.7,UPI
R10327,D232,U612,Pune,2025-09-11,6.43,470.32,Cancelled,4.2,UPI
R10328,D027,U128,Pune,2025-09-11,13.64,651.51,Completed,3.5,Cash
R10329,D253,U194,Chennai,2025-09-17,16.46,91.52,Completed,4.8,Card
R10330,D281,U601,Kochi,2025-07-22,13.51,338.29,Cancelled,3.8,UPI
R10331,D237,U599,Hyderabad,2025-09-17,7.39,753.25,Completed,3.1,UPI
R10332,D094,U187,Kochi,2025-07-15,14.05,644.24,Cancelled,3.4,UPI
R10333,D195,U447,Kochi,2025-08-21,12.81,637.19,Completed,3.3,Card
R10334,D274,U197,Chennai,2025-07-01,16.12,770.18,Completed,3.9,Cash
R10335,D072,U301,Pune,2025-07-27,17.31,456.92,Completed,3.4,UPI
R10336,D025,U368,Kochi,2025-09-27,9.73,334.75,Completed,4.3,UPI
R10337,D162,U237,Pune,2025-07-07,19.98,420.54,Completed,4.7,UPI
R10338,D060,U250,Bengaluru,2025-07-20,1.6,436.5,Completed,3.6,UPI
R10339,D141,U784,Kochi,2025-08-07,19.72,433.63,Completed,3.7,UPI
R10340,D157,U052,Hyderabad,2025-08-04,7.69,754.47,Completed,3.4,Cash
R10341,D026,U307,Pune,2025-08-26,10.99,704.99,Completed,4.6,Cash
R10342,D078,U157,Kochi,2025-07-24,7.27,198.99,Completed,4.7,UPI
R10343,D112,U595,Kochi,2025-09-30,4.93,63.13,Completed,4.7,UPI
R10344,D183,U643,Bengaluru,2025-07-11,18.64,326.65,Cancelled,4.7,Card
R10345,D220,U501,Bengaluru,2025-08-07,12.16,500.35,Completed,3.8,Card
R10346,D095,U524,Hyderabad,2025-07-10,9.34,304.79,Completed,3.6,UPI
R10347,D221,U653,Pune,2025-09-17,2.97,168.2,Completed,3.5,UPI
R10348,D001,U732,Hyderabad,2025-08-26,5.67,519.63,Completed,3.8,Cash
R10349,D269,U651,Pune,2025-10-01,4.83,497.45,Cancelled,3.6,UPI
R10350,D095,U718,Bengaluru,2025-07-17,6.53,367.2,Completed,4.5,UPI
R10351,D068,U522,Pune,2025-09-10,12.73,458.95,Completed,4.7,UPI
R10352,D279,U027,Chennai,2025-09-30,1.43,549.56,Completed,4.8,UPI
R10353,D236,U253,Chennai,2025-07-23,17.21,580.71,Completed,3.3,Cash
R10354,D271,U247,Chennai,2025-09-28,3.47,51.73,Completed,4.7,UPI
R10355,D121,U605,Chennai,2025-07-10,13.61,406.14,Completed,3.5,Card
R10356,D147,U692,Chennai,2025-09-01,11.31,395.07,Completed,4.9,Cash
R10357,D052,U345,Pune,2025-07-13,4.15,337.87,Completed,3.5,UPI
R10358,D272,U333,Hyderabad,2025-08-04,8.01,510.68,Completed,4.8,UPI
R10359,D151,U749,Kochi,2025-08-22,18.99,768.28,Completed,3.6,UPI
R10360,D297,U487,Bengaluru,2025-09-13,12.13,495.73,Completed,3.1,Cash
R10361,D179,U430,Hyderabad,2025-08-12,17.19,351.99,Completed,4.7,UPI
R10362,D168,U454,Chennai,2025-09-08,7.95,216.48,Completed,4.6,UPI
R10363,D164,U147,Kochi,2025-08-24,6.4,629.02,Cancelled,4.0,UPI
R10364,D251,U160,Chennai,2025-08-06,4.24,51.08,Completed,3.5,UPI
R10365,D299,U450,Chennai,2025-08-10,19.54,349.87,Completed,4.2,UPI
R10366,D104,U424,Kochi,2025-08-24,15.07,584.99,Completed,4.1,Cash
R10367,D057,U200,Pune,2025-10-01,18.7,257.73,Completed,4.0,UPI
R10368,D031,U786,Chennai,2025-09-06,15.45,177.89,Completed,3.1,Cash
R10369,D178,U369,Chennai,2025-08-29,5.73,507.26,Completed,4.5,Cash
R10370,D184,U385,Chennai,2025-07-01,15.93,551.21,Completed,3.8,UPI
R10371,D274,U539,Pune,2025-09-24,19.62,469.19,Completed,3.6,UPI
R10372,D170,U207,Hyderabad,2025-08-11,10.02,175.53,Cancelled,4.8,Cash
R10373,D148,U631,Chennai,2025-08-19,10.42,163.61,Completed,4.7,UPI
R10374,D190,U478,Chennai,2025-08-01,6.93,478.52,Completed,4.0,UPI
R10375,D236,U585,Bengaluru,2025-07-28,9.65,246.7,Completed,3.8,UPI
R10376,D215,U096,Chennai,2025-07-17,2.53,737.33,Completed,4.2,Cash
R10377,D297,U225,Hyderabad,2025-08-06,5.51,293.17,Completed,3.9,Cash
R10378,D007,U534,Kochi,2025-08-05,12.48,737.85,Completed,3.5,UPI
R10379,D055,U675,Chennai,2025-09-05,15.13,195.3,Completed,3.2,Cash
R10380,D232,U580,Kochi,2025-07-17,18.67,395.81,Cancelled,3.9,UPI
R10381,D217,U331,Pune,2025-09-12,3.53,396.76,Completed,4.8,UPI
R10382,D247,U418,Hyderabad,2025-07-23,10.3,648.69,Completed,3.3,Cash
R10383,D031,U781,Bengaluru,2025-08-29,8.03,109.4,Completed,3.7,UPI
R10384,D136,U200,Hyderabad,2025-07-15,10.12,208.23,Cancelled,3.3,Cash
R10385,D042,U315,Hyderabad,2025-09-21,19.45,567.71,Completed,4.8,UPI
R10386,D231,U101,Chennai,2025-08-17,18.09,736.86,Completed,4.4,Cash
R10387,D068,U150,Chennai,2025-08-05,10.68,449.06,Completed,3.4,Cash
R10388,D138,U074,Chennai,2025-09-04,19.68,126.51,Completed,3.1,UPI
R10389,D010,U293,Bengaluru,2025-08-10,1.69,300.63,Completed,4.8,Cash
R10390,D293,U327,Pune,2025-08-30,12.91,670.43,Completed,3.3,UPI
R10391,D226,U660,Kochi,2025-09-03,10.21,327.83,Completed,4.6,Cash
R10392,D096,U688,Pune,2025-08-02,3.61,516.28,Completed,3.5,Cash
R10393,D039,U070,Bengaluru,2025-09-02,14.78,525.57,Completed,4.6,UPI
R10394,D179,U627,Chennai,2025-10-06,19.84,156.41,Completed,4.8,UPI
R10395,D031,U027,Pune,2025-08-13,13.39,738.82,Completed,4.5,Card
R10396,D070,U711,Bengaluru,2025-08-12,11.76,389.22,Completed,3.6,Cash
R10397,D098,U246,Chennai,2025-07-07,7.9,395.85,Completed,4.9,Card
R10398,D004,U340,Pune,2025-08-24,1.29,743.49,Completed,4.3,UPI
R10399,D062,U160,Chennai,2025-07-16,11.6,651.06,Completed,3.2,UPI
R10400,D268,U402,Chennai,2025-07-07,10.04,89.47,Completed,5.0,UPI
R10401,D002,U263,Kochi,2025-09-06,5.04,730.98,Completed,4.0,UPI
R10402,D013,U289,Pune,2025-08-13,10.79,595.22,Completed,3.6,UPI
R10403,D060,U361,Bengaluru,2025-07-03,12.48,536.14,Completed,4.7,UPI
R10404,D185,U477,Bengaluru,2025-07-13,10.25,459.72,Completed,4.1,UPI
R10405,D012,U336,Pune,2025-08-01,4.83,295.65,Completed,4.8,UPI
R10406,D216,U190,Chennai,2025-08-24,5.73,638.7,Completed,4.8,Cash
R10407,D041,U305,Kochi,2025-07-09,16.16,415.55,Completed,3.1,Cash
R10408,D015,U613,Bengaluru,2025-08-10,4.08,671.79,Completed,3.6,UPI
R10409,D176,U034,Hyderabad,2025-09-03,11.99,139.92,Completed,4.7,Cash
R10410,D028,U360,Bengaluru,2025-08-26,11.01,137.51,Completed,4.6,Cash
R10411,D234,U528,Pune,2025-08-03,9.64,540.17,Completed,4.5,UPI
R10412,D125,U534,Pune,2025-09-01,19.81,55.83,Cancelled,4.2,UPI
R10413,D125,U661,Bengaluru,2025-07-17,15.71,306.66,Completed,3.2,UPI
R10414,D064,U593,Bengaluru,2025-07-14,17.62,73.01,Cancelled,3.2,Card
R10415,D062,U542,Pune,2025-09-11,17.24,663.63,Completed,3.5,UPI
R10416,D059,U031,Hyderabad,2025-09-29,1.86,670.19,Completed,4.6,UPI
R10417,D022,U213,Kochi,2025-09-15,13.79,194.73,Completed,4.4,UPI
R10418,D241,U458,Pune,2025-09-16,15.79,83.29,Completed,5.0,UPI
R10419,D178,U303,Kochi,2025-09-27,9.64,94.01,Completed,3.6,Cash
R10420,D240,U158,Bengaluru,2025-10-08,15.12,632.91,Completed,4.0,UPI
R10421,D005,U210,Pune,2025-07-17,17.69,745.32,Cancelled,4.2,UPI
R10422,D243,U682,Bengaluru,2025-09-19,13.33,303.84,Completed,4.0,Cash
R10423,D297,U379,Bengaluru,2025-07-08,4.51,470.56,Completed,5.0,Cash
R10424,D138,U240,Hyderabad,2025-08-02,19.12,164.46,Completed,4.3,Cash
R10425,D217,U256,Chennai,2025-08-31,12.33,766.17,Completed,4.7,UPI
R10426,D069,U431,Chennai,2025-09-06,5.11,64.46,Completed,3.5,UPI
R10427,D217,U758,Kochi,2025-07-05,13.93,578.22,Completed,3.9,Cash
R10428,D106,U086,Bengaluru,2025-07-30,13.0,157.07,Completed,3.1,Cash
R10429,D248,U537,Hyderabad,2025-09-19,6.71,89.04,Cancelled,3.6,Card
R10430,D224,U106,Pune,2025-08-18,9.77,315.79,Completed,3.1,Cash
R10431,D058,U008,Hyderabad,2025-08-13,5.83,455.62,Completed,4.1,Cash
R10432,D033,U472,Kochi,2025-09-20,18.69,124.17,Completed,3.7,UPI
R10433,D022,U531,Pune,2025-07-01,1.97,541.2,Completed,3.6,UPI
R10434,D270,U764,Kochi,2025-07-21,6.48,762.34,Completed,3.0,UPI
R10435,D006,U290,Chennai,2025-07-21,9.24,56.83,Completed,4.0,UPI
R10436,D063,U451,Bengaluru,2025-09-15,2.41,682.44,Completed,4.4,Card
R10437,D228,U749,Bengaluru,2025-07-05,18.11,166.12,Completed,4.7,Card
R10438,D277,U502,Pune,2025-08-07,5.11,709.58,Completed,3.4,UPI
R10439,D189,U477,Bengaluru,2025-07-31,2.18,508.38,Completed,3.4,UPI
R10440,D111,U408,Chennai,2025-09-15,13.91,592.17,Completed,3.3,UPI
R10441,D020,U229,Bengaluru,2025-09-23,3.28,614.98,Completed,3.5,UPI
R10442,D112,U235,Bengaluru,2025-07-17,8.5,102.5,Completed,3.9,UPI
R10443,D063,U747,Chennai,2025-07-10,9.02,305.75,Completed,4.0,Cash
R10444,D132,U484,Hyderabad,2025-07-18,6.45,416.08,Completed,5.0,UPI
R10445,D057,U128,Kochi,2025-08-03,12.86,227.77,Completed,4.1,UPI
R10446,D179,U505,Pune,2025-07-15,15.46,425.5,Completed,3.8,UPI
R10447,D104,U714,Bengaluru,2025-07-19,18.4,672.84,Completed,4.7,UPI
R10448,D173,U456,Bengaluru,2025-09-08,18.62,139.04,Completed,3.8,Cash
R10449,D063,U272,Chennai,2025-07-06,12.07,102.41,Completed,4.9,Cash
R10450,D095,U772,Pune,2025-10-06,7.48,706.72,Completed,3.5,UPI
R10451,D255,U333,Hyderabad,2025-10-06,1.26,548.02,Completed,3.6,Card
R10452,D179,U259,Pune,2025-10-01,16.22,341.52,Completed,4.1,UPI
R10453,D013,U491,Hyderabad,2025-08-18,14.79,629.33,Completed,4.7,UPI
R10454,D087,U286,Chennai,2025-08-10,10.08,344.38,Completed,4.1,Cash
R10455,D051,U422,Pune,2025-07-21,1.64,332.86,Completed,4.1,Card
R10456,D216,U009,Pune,2025-09-07,13.63,495.0,Completed,3.1,UPI
R10457,D037,U224,Kochi,2025-08-21,6.16,539.04,Completed,4.7,Cash
R10458,D118,U221,Kochi,2025-09-27,10.37,304.4,Completed,4.7,UPI
R10459,D107,U054,Bengaluru,2025-07-03,17.26,553.28,Completed,4.4,UPI
R10460,D003,U317,Bengaluru,2025-09-14,10.74,504.74,Completed,3.5,Card
R10461,D147,U245,Hyderabad,2025-09-23,6.71,255.64,Completed,4.9,UPI
R10462,D127,U318,Bengaluru,2025-08-21,7.46,173.37,Completed,4.3,UPI
R10463,D088,U742,Kochi,2025-09-05,1.56,409.06,Completed,4.5,UPI
R10464,D121,U696,Bengaluru,2025-09-03,17.38,770.09,Completed,3.8,UPI
R10465,D007,U389,Kochi,2025-08-30,13.88,409.95,Completed,4.1,UPI
R10466,D031,U361,Pune,2025-08-16,5.48,69.46,Completed,3.9,Cash
R10467,D085,U556,Chennai,2025-08-31,9.4,365.39,Completed,3.3,UPI
R10468,D009,U366,Hyderabad,2025-09-05,2.05,183.75,Completed,3.5,UPI
R10469,D034,U593,Chennai,2025-08-28,18.15,77.36,Completed,3.0,UPI
R10470,D111,U021,Kochi,2025-10-09,1.4,789.58,Completed,4.5,Card
R10471,D162,U012,Kochi,2025-08-28,2.25,260.93,Completed,4.1,UPI
R10472,D116,U301,Bengaluru,2025-09-28,14.93,486.92,Completed,3.5,UPI
R10473,D042,U729,Bengaluru,2025-07-10,19.23,506.02,Completed,4.2,UPI
R10474,D271,U401,Bengaluru,2025-07-24,7.06,639.57,Completed,4.3,Cash
R10475,D231,U747,Pune,2025-08-15,19.51,438.21,Completed,3.1,UPI
R10476,D023,U248,Bengaluru,2025-07-21,7.61,738.26,Completed,3.2,Card
R10477,D100,U363,Chennai,2025-09-05,5.54,186.29,Completed,4.0,Cash
R10478,D292,U213,Hyderabad,2025-09-04,12.17,485.04,Completed,3.7,UPI
R10479,D268,U105,Kochi,2025-07-26,3.71,644.05,Cancelled,3.3,UPI
R10480,D092,U412,Chennai,2025-08-09,8.83,124.36,Completed,4.6,UPI
R10481,D042,U104,Kochi,2025-07-18,14.72,146.21,Cancelled,3.4,UPI
R10482,D039,U466,Bengaluru,2025-09-17,14.68,558.73,Completed,3.5,UPI
R10483,D220,U345,Chennai,2025-07-08,12.71,303.54,Cancelled,3.5,UPI
R10484,D235,U272,Pune,2025-09-10,2.38,232.57,Cancelled,4.3,UPI
R10485,D093,U050,Kochi,2025-08-09,10.0,752.71,Completed,4.5,Cash
R10486,D195,U358,Pune,2025-09-09,6.97,643.34,Completed,3.5,Cash
R10487,D018,U489,Pune,2025-09-19,14.12,544.69,Cancelled,4.9,Cash
R10488,D285,U548,Chennai,2025-09-19,19.67,123.44,Completed,3.2,UPI
R10489,D029,U525,Chennai,2025-10-05,5.67,680.0,Completed,3.7,UPI
R10490,D043,U386,Hyderabad,2025-08-12,1.41,323.86,Completed,4.7,UPI
R10491,D148,U586,Chennai,2025-09-03,9.15,670.36,Completed,3.7,UPI
R10492,D249,U249,Bengaluru,2025-07-18,19.43,707.53,Completed,5.0,UPI
R10493,D026,U262,Kochi,2025-09-25,2.74,351.71,Completed,4.3,UPI
R10494,D230,U399,Pune,2025-08-10,16.31,370.03,Completed,4.3,UPI
R10495,D176,U015,Pune,2025-08-03,5.41,129.58,Completed,4.4,UPI
R10496,D284,U158,Pune,2025-10-09,8.2,419.61,Completed,4.3,Cash
R10497,D173,U585,Hyderabad,2025-10-08,10.32,521.31,Completed,3.3,UPI
R10498,D137,U123,Bengaluru,2025-07-31,14.87,677.4,Completed,3.1,UPI
R10499,D243,U135,Chennai,2025-09-23,5.28,794.99,Completed,4.3,Cash
R10500,D160,U441,Hyderabad,2025-07-12,11.47,614.56,Completed,4.9,UPI
R10501,D027,U238,Bengaluru,2025-09-07,3.48,248.3,Completed,3.3,UPI
R10502,D013,U603,Bengaluru,2025-08-08,3.13,74.92,Completed,3.4,Cash
R10503,D033,U717,Kochi,2025-07-08,1.47,441.71,Completed,3.4,UPI
R10504,D029,U789,Bengaluru,2025-07-12,17.88,589.34,Completed,3.9,UPI
R10505,D069,U209,Hyderabad,2025-09-23,7.38,221.89,Completed,3.1,UPI
R10506,D160,U045,Hyderabad,2025-08-31,17.82,354.56,Completed,3.9,UPI
R10507,D282,U011,Hyderabad,2025-07-27,8.47,592.2,Completed,4.7,Cash
R10508,D164,U606,Hyderabad,2025-09-29,1.6,513.75,Cancelled,4.3,UPI
R10509,D230,U124,Hyderabad,2025-09-05,14.91,321.54,Completed,3.8,UPI
R10510,D032,U492,Pune,2025-08-01,9.08,58.61,Completed,4.3,Cash
R10511,D142,U447,Chennai,2025-08-23,16.97,166.06,Completed,3.3,Card
R10512,D137,U092,Kochi,2025-07-22,3.14,744.41,Completed,3.1,UPI
R10513,D061,U391,Hyderabad,2025-07-06,18.76,478.15,Completed,4.3,UPI
R10514,D035,U260,Chennai,2025-07-02,17.75,618.01,Completed,4.6,UPI
R10515,D251,U345,Bengaluru,2025-07-10,4.11,373.44,Completed,3.5,Cash
R10516,D013,U487,Chennai,2025-09-16,17.15,381.7,Completed,3.9,UPI
R10517,D247,U353,Bengaluru,2025-09-25,2.29,194.96,Completed,3.9,UPI
R10518,D299,U023,Chennai,2025-09-22,3.07,783.4,Completed,4.7,UPI
R10519,D064,U748,Hyderabad,2025-09-27,4.75,276.25,Completed,4.4,UPI
R10520,D134,U716,Chennai,2025-10-04,3.55,794.75,Completed,3.1,UPI
R10521,D059,U079,Kochi,2025-08-09,19.44,385.67,Completed,3.9,UPI
R10522,D292,U538,Pune,2025-07-10,2.78,157.21,Cancelled,4.4,Cash
R10523,D292,U121,Chennai,2025-07-10,14.75,129.14,Completed,4.0,UPI
R10524,D096,U198,Pune,2025-07-31,5.08,191.45,Completed,4.4,UPI
R10525,D067,U635,Bengaluru,2025-08-09,11.45,543.67,Completed,4.0,Cash
R10526,D012,U599,Bengaluru,2025-10-03,10.35,590.78,Completed,3.7,Cash
R10527,D120,U633,Hyderabad,2025-09-15,12.98,129.97,Completed,4.4,UPI
R10528,D248,U707,Kochi,2025-09-23,2.71,590.8,Cancelled,3.7,UPI
R10529,D055,U628,Chennai,2025-07-02,13.84,721.95,Completed,5.0,Cash
R10530,D246,U438,Kochi,2025-09-27,1.95,83.91,Completed,4.5,UPI
R10531,D295,U373,Pune,2025-08-23,7.88,344.72,Completed,3.5,UPI
R10532,D023,U093,Kochi,2025-07-16,18.56,605.93,Completed,4.2,UPI
R10533,D033,U032,Hyderabad,2025-08-08,9.62,93.6,Completed,4.5,Cash
R10534,D216,U031,Pune,2025-07-09,17.86,602.79,Completed,4.1,Cash
R10535,D142,U095,Pune,2025-07-19,15.59,384.61,Completed,3.2,Cash
R10536,D260,U772,Kochi,2025-07-15,16.98,343.85,Completed,4.8,UPI
R10537,D225,U282,Kochi,2025-08-07,3.59,344.24,Completed,3.0,Cash
R10538,D132,U627,Kochi,2025-07-27,16.28,606.48,Completed,4.8,Card
R10539,D171,U153,Pune,2025-07-20,6.84,261.89,Completed,4.5,UPI
R10540,D271,U080,Kochi,2025-08-12,6.17,586.95,Completed,3.3,UPI
R10541,D021,U097,Pune,2025-08-14,13.25,62.09,Completed,4.3,UPI
R10542,D076,U529,Pune,2025-09-06,19.58,403.96,Completed,4.7,UPI
R10543,D254,U616,Bengaluru,2025-09-09,5.51,122.1,Completed,4.2,UPI
R10544,D183,U198,Hyderabad,2025-09-28,19.16,274.34,Completed,3.2,Card
R10545,D255,U201,Bengaluru,2025-07-24,4.72,103.87,Completed,4.1,Cash
R10546,D160,U625,Kochi,2025-07-03,16.05,293.96,Completed,4.8,UPI
R10547,D144,U489,Kochi,2025-08-24,19.27,474.04,Completed,4.2,UPI
R10548,D287,U591,Chennai,2025-08-20,17.72,172.57,Completed,4.2,UPI
R10549,D265,U697,Kochi,2025-09-27,13.53,435.42,Completed,4.4,Card
R10550,D207,U415,Hyderabad,2025-07-11,12.44,633.54,Completed,4.6,UPI
R10551,D027,U700,Hyderabad,2025-09-05,8.26,572.16,Completed,4.3,Card
R10552,D268,U118,Chennai,2025-08-07,19.61,274.95,Completed,4.2,Card
R10553,D271,U036,Hyderabad,2025-08-10,2.69,570.65,Cancelled,4.1,UPI
R10554,D118,U474,Kochi,2025-09-05,17.45,591.0,Completed,4.1,Cash
R10555,D138,U015,Kochi,2025-07-22,5.14,741.14,Completed,3.4,UPI
R10556,D222,U128,Hyderabad,2025-09-11,8.46,631.55,Completed,4.8,UPI
R10557,D211,U211,Chennai,2025-07-11,10.01,435.25,Completed,3.0,Cash
R10558,D059,U743,Hyderabad,2025-10-09,9.59,460.95,Completed,3.1,Cash
R10559,D242,U574,Bengaluru,2025-08-10,4.59,354.02,Completed,4.0,Cash
R10560,D027,U308,Chennai,2025-08-28,10.66,133.45,Cancelled,4.7,UPI
R10561,D154,U659,Pune,2025-09-28,9.87,292.67,Completed,4.0,UPI
R10562,D058,U304,Bengaluru,2025-07-01,10.34,472.83,Completed,4.3,UPI
R10563,D237,U330,Kochi,2025-10-07,7.02,250.49,Cancelled,4.9,UPI
R10564,D030,U525,Pune,2025-09-01,15.32,249.67,Completed,3.3,UPI
R10565,D020,U116,Chennai,2025-08-11,4.11,388.3,Completed,4.0,Cash
R10566,D191,U669,Chennai,2025-07-27,19.12,773.71,Completed,4.0,UPI
R10567,D026,U433,Chennai,2025-07-12,6.11,128.39,Completed,4.0,UPI
R10568,D250,U639,Bengaluru,2025-09-09,2.16,228.99,Completed,4.3,Cash
R10569,D229,U651,Bengaluru,2025-08-07,13.08,439.36,Completed,4.1,UPI
R10570,D061,U076,Pune,2025-07-11,3.2,391.62,Completed,4.9,Cash
R10571,D050,U699,Chennai,2025-09-17,5.68,78.78,Cancelled,4.7,UPI
R10572,D039,U118,Pune,2025-09-06,13.09,600.46,Completed,3.7,Cash
R10573,D166,U189,Kochi,2025-10-04,10.97,481.49,Completed,4.8,Cash
R10574,D200,U530,Bengaluru,2025-07-07,15.98,604.41,Completed,4.4,UPI
R10575,D290,U613,Pune,2025-09-05,10.91,82.44,Completed,3.1,UPI
R10576,D076,U186,Chennai,2025-08-01,19.78,697.27,Completed,3.6,UPI
R10577,D199,U631,Pune,2025-08-08,1.18,424.19,Completed,4.9,UPI
R10578,D179,U654,Pune,2025-10-08,2.99,567.31,Completed,3.3,Cash
R10579,D067,U623,Hyderabad,2025-09-04,6.7,340.5,Completed,4.0,UPI
R10580,D111,U271,Hyderabad,2025-07-24,16.7,399.45,Completed,3.4,UPI
R10581,D126,U546,Hyderabad,2025-10-08,7.44,465.45,Completed,4.6,Card
R10582,D140,U113,Hyderabad,2025-09-19,16.67,669.64,Completed,3.3,UPI
R10583,D293,U308,Kochi,2025-07-02,1.5,788.6,Cancelled,4.9,Cash
R10584,D025,U678,Kochi,2025-09-12,7.68,595.48,Completed,5.0,UPI
R10585,D144,U378,Pune,2025-10-03,12.91,291.63,Completed,3.2,Cash
R10586,D149,U464,Kochi,2025-09-09,2.25,719.59,Completed,4.9,UPI
R10587,D124,U466,Hyderabad,2025-09-27,15.89,655.42,Cancelled,3.7,UPI
R10588,D248,U523,Chennai,2025-07-16,15.77,740.0,Completed,3.5,UPI
R10589,D274,U340,Kochi,2025-09-11,8.26,527.85,Cancelled,4.0,UPI
R10590,D121,U219,Hyderabad,2025-07-15,6.94,429.84,Completed,3.8,UPI
R10591,D293,U772,Chennai,2025-08-28,13.34,495.13,Completed,3.4,UPI
R10592,D258,U486,Bengaluru,2025-09-28,12.45,103.2,Cancelled,4.2,Cash
R10593,D219,U750,Kochi,2025-08-26,15.75,476.81,Cancelled,3.2,Card
R10594,D086,U661,Chennai,2025-08-12,15.31,694.77,Completed,4.6,UPI
R10595,D134,U094,Hyderabad,2025-09-27,16.59,310.59,Completed,3.5,UPI
R10596,D129,U099,Hyderabad,2025-09-27,19.83,747.84,Completed,4.0,UPI
R10597,D134,U789,Pune,2025-07-06,7.26,653.48,Cancelled,4.7,Cash
R10598,D190,U474,Kochi,2025-07-18,14.54,474.04,Completed,4.5,UPI
R10599,D119,U466,Kochi,2025-08-05,5.03,444.4,Completed,4.7,UPI
R10600,D059,U619,Kochi,2025-07-14,16.29,598.81,Completed,4.9,Cash
R10601,D248,U662,Pune,2025-08-23,8.21,265.29,Completed,3.1,Cash
R10602,D009,U262,Pune,2025-09-12,2.2,437.25,Completed,4.3,UPI
R10603,D271,U453,Kochi,2025-08-05,17.23,601.3,Completed,4.7,Cash
R10604,D062,U531,Hyderabad,2025-08-22,14.92,244.69,Completed,3.4,UPI
R10605,D107,U633,Kochi,2025-07-23,13.11,328.82,Cancelled,4.5,Card
R10606,D006,U537,Kochi,2025-08-07,12.2,223.28,Completed,4.5,UPI
R10607,D061,U440,Bengaluru,2025-09-15,13.19,493.59,Cancelled,4.9,UPI
R10608,D146,U057,Hyderabad,2025-09-27,18.52,382.19,Completed,3.7,UPI
R10609,D036,U386,Bengaluru,2025-07-27,19.43,283.04,Completed,4.7,Card
R10610,D122,U076,Hyderabad,2025-07-29,5.64,661.18,Cancelled,4.9,Cash
R10611,D186,U640,Kochi,2025-10-08,18.34,262.88,Completed,3.5,UPI
R10612,D059,U441,Kochi,2025-07-21,4.34,343.22,Completed,3.9,UPI
R10613,D160,U722,Hyderabad,2025-07-28,11.71,459.29,Completed,4.2,Card
R10614,D035,U250,Kochi,2025-08-05,19.27,511.68,Completed,4.4,Card
R10615,D202,U312,Bengaluru,2025-08-29,9.63,727.52,Cancelled,3.5,UPI
R10616,D266,U017,Bengaluru,2025-08-21,17.35,122.33,Completed,4.3,Cash
R10617,D087,U052,Kochi,2025-07-01,15.12,677.12,Completed,3.1,UPI
R10618,D137,U251,Bengaluru,2025-08-16,6.2,242.01,Completed,4.3,Cash
R10619,D244,U662,Pune,2025-09-03,3.83,259.28,Completed,3.6,UPI
R10620,D226,U059,Bengaluru,2025-07-28,18.78,549.84,Completed,3.1,UPI
R10621,D268,U480,Chennai,2025-10-08,1.93,235.88,Cancelled,3.5,Cash
R10622,D267,U467,Kochi,2025-08-02,14.57,447.95,Completed,3.7,UPI
R10623,D010,U394,Bengaluru,2025-09-04,10.41,310.52,Cancelled,4.6,UPI
R10624,D210,U425,Pune,2025-09-26,14.46,678.1,Completed,5.0,Cash
R10625,D084,U595,Chennai,2025-08-27,12.77,100.28,Completed,4.4,Cash
R10626,D225,U800,Kochi,2025-09-14,14.9,484.4,Completed,3.1,UPI
R10627,D071,U178,Chennai,2025-09-09,17.74,135.58,Completed,3.6,UPI
R10628,D037,U085,Chennai,2025-10-02,13.31,93.01,Completed,3.6,Cash
R10629,D231,U716,Chennai,2025-08-11,1.58,199.79,Completed,4.8,UPI
R10630,D221,U269,Chennai,2025-07-12,12.71,735.58,Completed,4.1,UPI
R10631,D212,U408,Kochi,2025-09-16,11.26,100.0,Completed,3.5,UPI
R10632,D113,U372,Kochi,2025-07-15,3.28,500.91,Cancelled,3.1,Cash
R10633,D053,U479,Chennai,2025-09-25,7.66,502.43,Completed,3.8,Cash
R10634,D216,U690,Kochi,2025-09-28,8.04,713.67,Completed,4.5,UPI
R10635,D024,U667,Kochi,2025-08-04,19.99,125.47,Completed,4.3,Card
R10636,D264,U353,Pune,2025-09-30,8.97,529.54,Completed,4.3,Card
R10637,D031,U564,Hyderabad,2025-07-23,15.87,77.82,Completed,3.1,UPI
R10638,D286,U761,Chennai,2025-09-18,11.8,451.7,Completed,3.6,UPI
R10639,D029,U384,Pune,2025-08-27,8.16,696.69,Completed,4.5,UPI
R10640,D070,U181,Hyderabad,2025-09-09,5.62,433.81,Cancelled,3.8,UPI
R10641,D025,U019,Bengaluru,2025-09-18,1.25,449.67,Completed,3.6,UPI
R10642,D128,U640,Hyderabad,2025-08-10,12.08,420.27,Completed,3.2,Cash
R10643,D211,U237,Pune,2025-08-23,12.15,694.96,Completed,4.1,UPI
R10644,D102,U619,Chennai,2025-10-02,9.72,329.14,Completed,4.5,UPI
R10645,D233,U587,Pune,2025-09-16,7.14,631.59,Completed,4.9,Cash
R10646,D042,U444,Pune,2025-10-02,16.82,234.71,Completed,4.1,Cash
R10647,D140,U654,Pune,2025-07-06,10.22,72.89,Completed,4.8,UPI
R10648,D020,U707,Pune,2025-10-01,14.27,748.18,Completed,3.4,Card
R10649,D052,U467,Bengaluru,2025-08-19,11.08,338.06,Completed,4.5,Cash
R10650,D278,U010,Chennai,2025-09-30,4.28,406.81,Completed,3.4,UPI
R10651,D224,U612,Chennai,2025-07-20,2.28,474.57,Completed,3.5,UPI
